transaction_id,amount,country,hour,device_type,failed_attempts,is_foreign,high_risk_merchant,is_fraud
211,10932,BR,21,Windows,1,0,0,0
212,50000,UA,0,Unknown,8,1,1,1
213,255455,AR,10,iOS,1,0,0,0
214,27680,CL,14,Android,0,0,0,0
215,42695,PE,20,Android,0,0,0,0
216,28692,CL,18,iOS,1,0,0,0
217,41698,BR,9,Web,0,0,0,0
218,220136,PE,19,iOS,0,0,0,0
219,94326,CL,21,iOS,1,0,0,0
220,9573,DE,10,Android,0,0,1,0
221,71023,BR,10,iOS,1,0,0,0
222,35181,PE,13,Android,0,0,0,0
223,750891,RU,3,Unknown,7,0,1,1
224,173851,CL,13,Web,1,0,0,0
225,20211,BR,19,iOS,0,0,1,0
226,6985,PE,21,Web,1,0,0,0
227,25261,BR,11,iOS,0,0,0,0
228,202914,CL,12,Android,0,0,0,0
229,800000,ES,11,Android,0,0,1,0
230,100913,DE,8,iOS,0,0,0,0
231,124382,BR,17,iOS,1,0,0,0
232,34515,AR,19,Web,0,0,0,0
233,488513,US,9,iOS,0,0,0,0
234,513947,CN,22,Unknown,3,1,0,1
235,30432,CL,11,Android,1,0,0,0
236,2750,CL,8,iOS,1,0,0,0
237,115659,CL,12,Android,1,0,0,0
238,50848,CL,12,Android,1,0,1,0
239,25795,CL,10,Android,0,0,0,0
240,21075,PE,7,Windows,1,0,0,0
241,23470,CL,19,Android,0,0,0,0
242,7121,AR,8,Web,1,1,0,0
243,211517,CL,16,Web,1,0,0,0
244,33757,US,21,iOS,0,0,0,0
245,16215,CL,13,Windows,1,0,0,0
246,297713,CL,18,iOS,0,0,0,0
247,35859,AR,17,iOS,1,0,0,0
248,142504,ES,9,Android,1,0,0,0
249,77991,CL,19,iOS,1,0,0,0
250,41740,BR,18,Android,0,1,0,0
251,26245,CL,13,iOS,0,0,0,0
252,92366,AR,9,Android,1,0,0,0
253,14403,AR,19,Android,1,0,1,0
254,57858,PE,12,iOS,0,1,0,0
255,76489,CO,11,Android,0,0,0,0
256,55926,CO,12,Web,0,0,0,0
257,48459,FR,16,iOS,1,0,0,0
258,98968,AR,15,Android,0,0,0,0
259,12430,BR,11,iOS,1,0,0,0
260,18131,AR,17,Android,0,0,0,0
261,504036,ES,21,Web,0,0,0,0
262,21949,CL,20,Android,0,0,0,0
263,79232,CL,20,Android,1,0,0,0
264,171936,CL,14,iOS,1,0,0,0
265,7264,AR,8,Web,0,0,0,0
266,59284,CL,10,iOS,0,1,0,0
267,19016,CO,16,Web,1,0,0,0
268,34248,MX,15,Web,0,0,0,0
269,40968,CL,10,Android,1,0,1,0
270,586884,UA,2,Android,3,1,1,1
271,21457,PE,18,iOS,1,0,0,0
272,14768,PE,11,iOS,0,0,0,0
273,30930,AR,12,Web,0,0,0,0
274,28222,CL,15,iOS,0,0,0,0
275,14292,MX,15,iOS,1,0,0,0
276,22686,BR,21,iOS,1,0,0,0
277,39679,CL,15,Android,0,0,0,0
278,25555,CL,22,Web,0,1,0,0
279,18667,CL,14,Android,1,0,0,0
280,30670,AR,16,Web,1,0,0,0
281,29837,MX,12,iOS,1,0,0,0
282,33731,DE,18,Android,0,0,0,0
283,17691,CL,14,iOS,1,0,1,0
284,8758,CL,11,Android,1,1,0,0
285,20499,MX,10,iOS,1,0,0,0
286,38685,CO,7,Web,1,0,0,0
287,309843,CL,14,iOS,0,0,0,0
288,14551,AR,18,Android,1,0,1,0
289,8552,CL,14,Android,1,0,0,0
290,62487,PE,1,Android,6,1,0,1
291,158175,PE,13,Android,0,0,0,0
292,52686,CL,8,iOS,0,0,0,0
293,119960,AR,16,Android,0,0,0,0
294,13657,PE,12,iOS,1,0,0,0
295,24891,MX,14,iOS,0,0,0,0
296,7535,MX,11,Android,0,0,0,0
297,35557,MX,17,iOS,0,0,0,0
298,11211,US,22,Android,1,0,0,0
299,11293,CL,9,iOS,0,0,0,0
300,134495,CL,20,iOS,0,0,0,0
301,18891,AR,18,Web,0,1,0,0
302,17031,CO,17,Android,1,0,0,0
303,6214,US,8,iOS,1,0,0,0
304,239860,AR,10,iOS,0,0,0,0
305,74526,BR,22,Web,1,0,0,0
306,5279,CL,14,iOS,1,0,0,0
307,693289,CL,10,iOS,1,0,0,0
308,140364,CL,22,iOS,0,0,0,0
309,14272,CL,9,Android,1,0,0,0
310,13603,CL,16,Web,0,0,0,0
311,18555,CL,17,Android,0,0,0,0
312,234971,AR,10,iOS,0,0,0,0
313,25060,PE,8,Web,0,1,0,0
314,16428,CL,13,Web,1,0,0,0
315,30096,AR,7,iOS,1,0,0,0
316,153913,BR,20,iOS,0,0,1,0
317,133415,PE,9,Android,1,0,0,0
318,14665,AR,21,Android,1,0,0,0
319,56976,AR,19,Windows,1,0,0,0
320,47983,BR,8,iOS,1,0,0,0
321,20422,CL,20,Web,0,0,1,0
322,6434,CL,10,Android,0,0,0,0
323,189493,MX,19,Android,1,1,0,0
324,20386,PE,21,iOS,1,0,0,0
325,63866,PE,9,Windows,0,0,0,0
326,21393,MX,12,iOS,0,0,0,0
327,44207,CL,18,Android,1,0,0,0
328,34589,CO,22,Android,1,0,0,0
329,18692,CL,16,Web,1,0,0,0
330,77171,PE,19,Web,0,0,0,0
331,14896,CL,15,iOS,1,0,0,0
332,18753,PE,20,iOS,1,0,0,0
333,13772,CL,12,iOS,1,0,0,0
334,48429,BR,20,Web,0,0,0,0
335,16776,DE,17,Android,0,0,0,0
336,17794,PE,13,Android,0,0,0,0
337,13966,BR,22,Web,1,0,0,0
338,18173,PE,14,Android,0,0,0,0
339,53787,AR,16,Windows,1,0,0,0
340,37465,CL,14,Android,1,0,0,0
341,33564,AR,15,iOS,0,1,0,0
342,80692,ES,10,iOS,0,1,0,0
343,24562,CL,15,Web,0,0,0,0
344,16068,AR,19,Android,0,0,0,0
345,26178,CL,9,iOS,0,0,0,0
346,16558,US,15,iOS,0,0,0,0
347,33360,BR,8,iOS,0,0,0,0
348,27837,CL,11,Android,0,0,0,0
349,43756,CL,17,Android,1,0,0,0
350,69662,CO,8,Android,1,0,1,0
351,32171,CL,7,Android,0,0,0,0
352,14100,PE,8,Web,1,0,0,0
353,36766,AR,7,iOS,0,0,0,0
354,50977,CL,17,Windows,0,0,0,0
355,163946,PE,11,Android,1,0,0,0
356,57000,MX,14,iOS,1,0,0,0
357,19209,CL,12,iOS,0,0,0,0
358,32436,CL,17,Android,0,0,0,0
359,138884,CL,13,Web,0,0,0,0
360,24515,AR,10,Android,0,0,0,0
361,70177,CO,12,Android,0,0,0,0
362,10654,CO,8,Windows,0,1,0,0
363,15875,CL,13,iOS,0,0,0,0
364,64272,AR,14,Android,0,0,0,0
365,31600,PE,9,Android,1,0,0,0
366,9603,BR,20,Android,1,0,0,0
367,195698,AR,15,Android,1,0,1,0
368,63808,AR,16,iOS,1,0,0,0
369,94954,CO,15,Windows,1,0,0,0
370,2860,BR,16,iOS,1,0,0,0
371,88144,CL,9,iOS,1,0,0,0
372,68387,AR,7,Web,0,0,0,0
373,48245,CL,18,iOS,1,0,0,0
374,25670,CL,16,iOS,1,0,0,0
375,37024,CO,21,iOS,0,0,0,0
376,37506,AR,15,iOS,1,0,0,0
377,38815,PE,19,Web,1,0,0,0
378,13160,MX,9,iOS,0,0,0,0
379,104834,US,21,Web,1,0,1,0
380,18474,CL,11,Web,0,0,0,0
381,25854,AR,21,Web,1,0,0,0
382,66717,AR,11,Android,1,0,1,0
383,184352,CL,22,Android,0,0,0,0
384,24623,AR,21,Web,1,0,0,0
385,43125,DE,20,Android,0,1,0,0
386,5019,CL,10,iOS,0,0,0,0
387,259334,RU,4,Android,5,1,0,1
388,36236,CL,9,iOS,1,0,0,0
389,98453,MX,12,Android,0,0,0,0
390,91030,BR,11,Windows,0,0,0,0
391,232318,CL,13,iOS,0,0,0,0
392,114166,CL,22,Web,1,1,0,0
393,732847,ES,22,Windows,3,1,1,1
394,8479,CL,17,Web,0,0,0,0
395,14600,PE,11,Android,0,0,0,0
396,6315,AR,16,Android,1,0,0,0
397,15174,CL,10,Android,0,0,0,0
398,32016,CL,15,Android,1,0,0,0
399,400686,ES,1,iOS,3,1,1,1
400,16376,US,14,Web,0,0,0,0
401,24315,CL,12,Web,0,0,0,0
402,24079,CL,21,iOS,1,0,0,0
403,24134,AR,13,iOS,0,0,0,0
404,16403,BR,12,Web,1,1,0,0
405,39504,MX,7,Web,0,0,0,0
406,7822,PE,18,iOS,1,0,1,0
407,9764,MX,11,iOS,0,0,0,0
408,390059,FR,13,Web,0,0,0,0
409,2072,CL,22,iOS,1,0,0,0
410,8927,CL,11,Android,1,0,0,0
411,65022,CL,19,iOS,1,0,0,0
412,8080,CL,8,Android,1,0,0,0
413,23408,CL,13,iOS,0,0,0,0
414,69900,ES,10,iOS,0,0,1,0
415,43008,CL,18,iOS,1,0,0,0
416,37359,CL,13,iOS,1,0,0,0
417,175193,AR,7,Web,1,0,0,0
418,219432,UA,23,Web,3,1,1,1
419,53080,CL,7,Android,0,0,0,0
420,182218,CO,11,Android,0,0,0,0
421,78193,CL,21,Web,0,0,0,0
422,112024,CL,9,iOS,0,0,0,0
423,261766,CL,15,iOS,1,0,0,0
424,12959,AR,21,iOS,0,0,0,0
425,6900,CO,10,iOS,0,0,0,0
426,213691,CL,7,Android,0,0,0,0
427,15211,CL,21,Android,1,0,0,0
428,16198,US,21,Windows,1,0,0,0
429,14341,CL,18,Web,1,0,0,0
430,13382,CL,15,Android,1,1,0,0
431,138418,PE,7,iOS,0,1,0,0
432,27380,PE,20,Android,0,0,0,0
433,93802,CO,10,iOS,0,0,0,0
434,70180,CL,9,Android,0,0,0,0
435,63740,BR,20,Android,1,0,0,0
436,38004,AR,9,Android,0,0,0,0
437,1056,CL,10,Web,1,0,0,0
438,27902,CL,12,iOS,1,0,1,0
439,101834,MX,18,Web,0,0,0,0
440,55405,PE,15,Web,0,0,0,0
441,9444,AR,8,iOS,0,0,0,0
442,133158,AR,11,iOS,1,0,0,0
443,49937,CO,12,Android,1,0,0,0
444,46531,CL,21,iOS,0,0,0,0
445,13024,CL,21,Android,1,0,0,0
446,9176,CL,20,Android,0,0,0,0
447,121877,BR,19,Web,0,0,0,0
448,151019,CO,21,Web,0,0,0,0
449,114943,PE,9,iOS,0,0,0,0
450,13950,AR,12,Android,1,0,0,0
451,7764,PE,16,iOS,0,0,0,0
452,53245,CL,21,Web,1,0,0,0
453,50879,AR,18,iOS,1,0,0,0
454,104547,CL,16,Web,1,0,0,0
455,34623,US,12,iOS,1,1,0,0
456,36631,MX,19,iOS,0,0,0,0
457,111767,AR,4,Windows,6,1,1,1
458,328308,MX,17,Android,1,0,0,0
459,92236,PE,10,Web,1,1,1,0
460,32263,AR,19,Web,0,1,0,0
461,11134,CL,7,Android,1,0,0,0
462,16910,CL,8,Android,0,0,0,0
463,76861,CO,13,iOS,0,0,0,0
464,29768,CL,14,iOS,1,0,1,0
465,93451,CL,19,Web,1,0,1,0
466,13624,CL,22,iOS,1,1,0,0
467,106288,AR,15,iOS,0,0,0,0
468,5491,CO,8,Android,1,0,0,0
469,35647,CL,19,Android,1,1,0,0
470,186243,VN,2,Unknown,5,1,1,1
471,800000,CL,21,Web,0,0,0,0
472,16256,MX,9,iOS,1,0,0,0
473,27265,AR,18,Android,0,0,0,0
474,13505,CO,10,Windows,1,0,0,0
475,26632,ES,10,Web,0,0,0,0
476,9259,CL,10,Web,1,0,0,0
477,13409,CL,8,Web,1,0,0,0
478,151227,CL,10,Web,1,0,0,0
479,40233,CL,17,Web,0,0,0,0
480,14520,PE,22,Web,0,1,0,0
481,3364,MX,10,iOS,1,0,0,0
482,23973,PE,20,Web,0,0,0,0
483,45614,AR,20,Web,0,0,0,0
484,51100,CL,22,iOS,1,0,0,0
485,157325,CL,14,iOS,0,1,0,0
486,24970,CL,8,Android,0,0,0,0
487,920,CO,18,Android,1,0,0,0
488,21593,PE,17,iOS,1,0,0,0
489,130238,AR,10,iOS,0,0,0,0
490,123059,CO,20,iOS,0,0,0,0
491,17627,MX,7,iOS,1,0,1,0
492,67994,MX,7,Android,1,0,0,0
493,15757,CL,7,iOS,1,1,0,0
494,86198,CL,12,Web,1,0,0,0
495,22130,US,13,iOS,0,0,0,0
496,98084,ES,8,Web,0,0,0,0
497,18348,BR,17,iOS,1,0,0,0
498,91818,CL,19,iOS,1,0,0,0
499,54130,PE,9,Web,0,0,0,0
500,24076,CL,21,iOS,0,0,0,0
501,78959,CL,19,Windows,0,0,0,0
502,102633,CL,14,Android,1,0,0,0
503,88184,PE,7,Web,1,0,0,0
504,122429,DE,23,Windows,4,1,0,1
505,17014,BR,10,Web,1,0,0,0
506,36185,CL,13,Web,0,0,0,0
507,38492,MX,13,Android,0,0,0,0
508,15830,MX,22,Windows,1,0,0,0
509,20148,PE,8,iOS,0,0,0,0
510,29425,ES,15,Android,0,0,0,0
511,54584,CL,15,iOS,1,0,1,0
512,6272,AR,11,Web,0,0,0,0
513,23563,BR,14,iOS,1,0,0,0
514,14710,CL,17,Android,0,1,0,0
515,109912,AR,18,Android,1,0,0,0
516,21497,AR,22,iOS,0,0,0,0
517,43133,CL,15,Android,1,0,0,0
518,480991,MX,9,iOS,0,0,1,0
519,55037,CL,20,Web,0,0,0,0
520,57959,CO,11,iOS,1,0,0,0
521,31975,CL,10,iOS,1,0,0,0
522,110859,CL,13,Android,1,0,0,0
523,33585,AR,9,Android,1,0,0,0
524,308235,CO,23,Unknown,5,1,1,1
525,68432,DE,10,iOS,1,0,0,0
526,11259,MX,17,Android,0,1,0,0
527,9937,BR,20,Android,0,0,0,0
528,29480,PE,10,iOS,0,0,0,0
529,7595,AR,15,Android,0,0,0,0
530,47023,CL,10,Web,1,0,0,0
531,163160,MX,16,Android,1,0,0,0
532,35116,MX,16,Web,1,0,0,0
533,179806,MX,21,iOS,1,0,0,0
534,18590,BR,20,Windows,1,0,0,0
535,30514,CL,21,Windows,0,0,0,0
536,90692,AR,11,Android,0,0,0,0
537,8687,AR,11,iOS,1,0,0,0
538,30245,CL,10,Web,1,0,0,0
539,9657,CL,19,Web,1,0,0,0
540,16631,CL,10,iOS,0,0,0,0
541,40692,US,20,Android,1,0,1,0
542,19731,CO,7,Android,0,0,0,0
543,32544,PE,15,iOS,0,1,0,0
544,340599,US,15,Android,0,0,0,0
545,69860,CO,18,iOS,1,0,0,0
546,99416,AR,20,Web,0,1,0,0
547,112578,BR,9,iOS,1,0,0,0
548,160241,CL,12,Web,1,0,0,0
549,204811,CL,8,iOS,1,0,0,0
550,58162,DE,11,iOS,1,0,0,0
551,187195,FR,20,Web,0,0,0,0
552,59153,MX,11,Web,0,0,0,0
553,14808,AR,20,iOS,0,0,0,0
554,164939,AR,16,Web,0,0,0,0
555,72583,PE,20,Android,0,0,0,0
556,13629,MX,19,Android,1,1,0,0
557,77012,CO,12,Android,0,0,0,0
558,48520,CO,20,Windows,1,0,0,0
559,68022,CL,13,Web,1,0,0,0
560,58387,CL,12,iOS,1,0,0,0
561,42485,CL,22,Android,1,1,0,0
562,116895,CL,12,Web,0,0,0,0
563,165811,CL,14,Android,1,0,0,0
564,37803,CL,18,Android,0,0,0,0
565,308545,CL,10,Android,0,0,1,0
566,239443,CL,10,Web,0,0,0,0
567,42273,CL,8,iOS,1,1,0,0
568,12184,US,21,iOS,1,0,0,0
569,15238,PE,15,iOS,0,0,0,0
570,45121,ES,12,Web,0,0,0,0
571,391382,CL,10,Android,1,1,0,0
572,234519,BR,20,Web,0,0,0,0
573,16969,BR,13,iOS,0,0,0,0
574,73944,CL,8,Web,0,0,0,0
575,84753,US,11,Android,1,0,0,0
576,15418,CO,19,Android,0,0,0,0
577,31851,CL,19,Web,0,0,0,0
578,4600,CL,17,Android,0,0,0,0
579,31827,CL,15,Web,0,0,0,0
580,48853,CO,19,Web,1,0,0,0
581,57627,CL,14,Android,0,0,0,0
582,8165,CL,14,Web,0,0,0,0
583,246218,PE,21,Web,0,0,0,0
584,25254,CL,22,Android,1,1,0,0
585,14627,CL,18,iOS,1,0,1,0
586,214602,CL,19,Android,0,0,0,0
587,16330,AR,10,iOS,0,0,0,0
588,70026,BR,12,Web,0,0,0,0
589,32426,AR,17,Android,1,1,1,0
590,42813,PE,14,Web,1,1,0,0
591,2425,US,22,Android,0,0,0,0
592,316071,BR,20,Web,1,0,0,0
593,117721,ES,2,iOS,4,1,1,1
594,74772,CL,15,Android,1,0,0,0
595,800000,MX,11,Android,1,1,0,0
596,12807,CL,7,Android,0,0,0,0
597,39773,CL,13,Android,1,1,0,0
598,13410,CL,16,Android,0,0,0,0
599,44640,MX,16,iOS,0,0,0,0
600,34660,AR,7,Web,0,0,0,0
601,46139,BR,11,iOS,0,0,0,0
602,30083,CL,10,Web,0,0,0,0
603,77526,BR,21,Web,0,0,0,0
604,164051,CL,13,Web,1,0,0,0
605,86833,CO,7,Web,0,0,0,0
606,530158,CL,8,Web,1,0,1,0
607,24823,US,9,iOS,0,0,0,0
608,108972,CL,20,iOS,0,0,0,0
609,79100,CO,8,iOS,0,0,1,0
610,38281,PE,20,iOS,1,1,0,0
611,52712,CL,16,Web,0,0,0,0
612,7146,PE,11,iOS,0,0,0,0
613,136138,CL,7,Windows,1,0,0,0
614,103930,FR,12,Web,0,0,0,0
615,60580,PE,13,Web,1,0,0,0
616,190808,AR,13,Android,1,1,0,0
617,10545,MX,17,Android,0,0,1,0
618,6228,CL,15,Android,1,1,0,0
619,50000,CN,0,Android,8,0,1,1
620,76643,PE,20,Windows,0,0,0,0
621,14527,DE,19,Android,0,0,0,0
622,54376,AR,14,Web,1,0,0,0
623,15480,US,14,iOS,0,1,0,0
624,575691,FR,4,Unknown,6,0,0,1
625,36895,CL,8,Android,0,0,0,0
626,85968,US,19,Web,0,0,0,0
627,31702,CL,11,iOS,0,0,0,0
628,140187,CL,17,Android,0,0,0,0
629,17115,CL,7,Android,1,0,0,0
630,46990,CL,17,Android,0,0,0,0
631,3493,MX,10,Web,1,0,0,0
632,55519,CL,13,Windows,1,0,0,0
633,62484,MX,12,iOS,1,0,1,0
634,99908,CL,8,Android,1,0,0,0
635,43676,CL,20,Web,1,0,0,0
636,427569,CL,16,Web,1,0,0,0
637,153956,AR,7,Android,1,0,0,0
638,11872,CL,12,iOS,0,0,0,0
639,99609,BR,8,iOS,0,0,0,0
640,6585,US,8,Android,0,0,0,0
641,65072,CO,12,Android,1,1,0,0
642,7880,CL,22,Android,0,0,0,0
643,24695,CL,21,Android,1,1,0,0
644,20066,CO,15,Web,1,0,0,0
645,31042,CL,12,iOS,0,0,0,0
646,12578,PE,20,Android,1,0,0,0
647,15037,CO,17,Web,1,0,0,0
648,158589,PE,17,Android,1,1,0,0
649,90880,CL,18,iOS,1,0,0,0
650,25099,MX,13,iOS,1,0,0,0
